,ISIN,Name,Symbol,Type,TER,Dividendi,Trading Currency,info
2004,IE00B6YX5H87,SPDR Bloomberg SASB 0-3 Year Euro Corporate ESG UCITS ETF,SPPS,ETF,"0,12%",Accumulating,EUR,"Bonds,World,Corporate,0-3"
2005,IE0005YK6564,Sprott Uranium Miners UCITS ETF,U3O8,ETF,"0,85%",Accumulating,EUR,"Equity,World,Uranium"
2006,IE000UL6CLP7,Global X Silver Miners UCITS ETF,SLVR,ETF,"0,65%",Accumulating,EUR,"Equity,World,BasicMaterials"
2007,IE0000FCGYF9,Invesco S&P China A MidCap 500 Swap UCITS ETF,C5ME,ETF,"0,35%",Accumulating,EUR,"Equity,China,MidCap"
2008,IE000K9Z3SF5,Invesco S&P China A 300 Swap UCITS ETF,C3AE,ETF,"0,35%",Accumulating,EUR,"Equity,China"
2009,IE000MINO564,L&G ESG Emerging Markets Government Bond (USD) 0-5 Year UCITS ETF EUR Acc Hedged,ENDH,ETF,"0,28%",Accumulating,EUR,"Bonds,EmergingMarkets,Government,3-5"
2010,IE000B8M14I0,JPM BetaBuilders China Aggregate Bond UCITS ETF - EUR Hedged (acc),JCHE,ETF,"0,28%",Accumulating,EUR,"Bonds,China,Aggregate,Allmaturities"
2011,IE000JHYO4T6,UBS ETF (IE) MSCI Japan Climate Paris Aligned UCITS ETF (hedged to EUR) A-acc,AW1Q,ETF,"0,21%",Accumulating,EUR,"Equity,Japan,Social/Environmental,ClimateChange"
2012,IE000TVPSRI1,Grayscale Future of Finance UCITS ETF,GF0F,ETF,"0,70%",Accumulating,EUR,"Equity,World,Technology,Fintech"
2013,IE000FI414K7,iShares UK Property UCITS ETF EUR Hedged (Acc),UKPH,ETF,"0,42%",Accumulating,EUR,"RealEstate,UnitedKingdom"
2014,IE000YK1TO74,JPM Global High Yield Corporate Bond Multi-Factor UCITS ETF - EUR Hedged (dist),JYEH,ETF,"0,35%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
2015,IE0000BH4WF5,iShares € Corp Bond ex-Financials UCITS ETF EUR (Acc),IEXA,ETF,"0,20%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
2016,IE000AK4O3W6,iShares € Corp Bond 0-3yr ESG UCITS ETF EUR (Acc),IE3E,ETF,"0,15%",Accumulating,EUR,"Bonds,World,Corporate,0-3"
2017,IE000SE6KPV2,iShares € Corp Bond ESG Paris-Aligned Climate UCITS ETF EUR (Acc),IPAB,ETF,"0,15%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
2018,IE000ZX8CQG2,iShares € Corp Bond ESG Paris-Aligned Climate UCITS ETF EUR (Dist),CBUJ,ETF,"0,15%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
2019,LU2009147757,Xtrackers S&P 500 Swap UCITS ETF,XSXD,ETF,"0,07%",Distributing,EUR,"Equity,UnitedStates"
2020,IE000VXC51U5,Xtrackers MSCI AC World ESG Screened UCITS ETF - EUR hedged,XMAE,ETF,"0,37%",Accumulating,EUR,"Equity,World,Social/Environmental"
2021,IE000Z9SJA06,Xtrackers S&P 500 UCITS ETF,XDPU,ETF,"0,06%",Accumulating,EUR,"Equity,UnitedStates"
2022,IE000EBPC0Z7,Franklin MSCI China Paris Aligned Climate UCITS ETF,FVCH,ETF,"0,22%",Accumulating,EUR,"Equity,China,Social/Environmental,ClimateChange"
2023,IE000PJL7R74,Invesco MSCI Emerging Markets ESG Climate Paris Aligned UCITS ETF,PAUM,ETF,"0,19%",Accumulating,EUR,"Equity,EmergingMarkets,Social/Environmental,ClimateChange"
2024,IE000LAP5Z18,Amundi S&P 500 Equal Weight ESG Leaders UCITS ETF DR – USD (A),WELE,ETF,"0,18%",Accumulating,EUR,"Equity,UnitedStates,EqualWeighted"
2025,IE000LAP5Z18,Amundi S&P 500 Equal Weight ESG Leaders UCITS ETF DR - USD (A),WELF (USD),ETF,"0,18%",Accumulating,USD,"Equity,UnitedStates,EqualWeighted"
2026,LU2469335538,Amundi Index J.P. Morgan GBI Global Govies UCITS ETF DR - Hedged USD (C),AHYA,ETF,"0,22%",Accumulating,USD,"Bonds,World,Government,Allmaturities"
2027,LU2469335611,Amundi Global AGG SRI UCITS ETF DR - Hedged USD (C),AHYB,ETF,"0,16%",Accumulating,USD,"Bonds,World,Aggregate,Allmaturities"
2028,LU2469335884,Amundi Index Euro Corporate SRI UCITS ETF DR - Hedged USD (C),AHYC,ETF,"0,18%",Accumulating,USD,"Bonds,World,Corporate,Allmaturities"
2029,LU2469465822,Xtrackers MSCI China A ESG Screened Swap UCITS ETF,XCNA,ETF,"0,29%",Accumulating,EUR,"Equity,China,Social/Environmental"
2030,IE000YZIVX22,Franklin Catholic Principles Emerging Markets Sovereign Debt UCITS ETF,FLCV,ETF,"0,35%",Accumulating,EUR,"Bonds,EmergingMarkets,Government,Allmaturities"
2031,LU2462217071,Xtrackers II ESG Global Government Bond UCITS ETF,XGVC,ETF,"0,20%",Accumulating,EUR,"Bonds,World,Government,Allmaturities"
2032,IE0004KLW911,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF,XQUD,ETF,"0,45%",Accumulating,EUR,"Bonds,EmergingMarkets,Government,Allmaturities"
2033,IE000UX5WPU4,Xtrackers iBoxx EUR Corporate Bond Yield Plus UCITS ETF,XYPL,ETF,"0,25%",Accumulating,EUR,"Bonds,World,Corporate,7-10"
2034,IE0005B8WVT6,VanEck Sustainable Future of Food UCITS ETF,VE6I,ETF,"0,45%",Accumulating,EUR,"Equity,World,Social/Environmental,FutureofFood"
2035,IE000YU9K6K2,VanEck Space Innovators UCITS ETF,JEDI,ETF,"0,55%",Accumulating,EUR,"Equity,World,Social/Environmental,Space"
2036,IE000CNSFAR2,Amundi MSCI World UCITS ETF DR - USD (D),MWOE,ETF,"0,18%",Distributing,EUR,"Equity,World"
2037,IE000CNSFAR2,Amundi MSCI World UCITS ETF DR - USD (D),MWOF (USD),ETF,"0,18%",Distributing,USD,"Equity,World"
2038,LU2439733507,AMUNDI GLOBAL AGG SRI UCITS ETF DR - HEDGED EUR (C),AHYD,ETF,"0,16%",Accumulating,EUR,"Bonds,World,Aggregate,Allmaturities"
2039,IE00023EZQ82,iShares Digital Entertainment and Education UCITS ETF USD (Acc),CBUN,ETF,"0,40%",Accumulating,EUR,"Equity,World,Social/Environmental,Digitalisation"
2040,LU2468423459,Xtrackers II ESG Eurozone Government Bond UCITS ETF,XZEB,ETF,"0,15%",Accumulating,EUR,"Bonds,Europe,Government,Allmaturities"
2041,IE0006GNB732,Xtrackers ESG EUR High Yield Corporate Bond UCITS ETF,XZHE,ETF,"0,25%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
2042,IE000JZ473P7,HSBC S&P 500 UCITS ETF - USD (Acc),H4ZN,ETF,"0,09%",Accumulating,EUR,"Equity,UnitedStates"
2043,IE000KCS7J59,HSBC MSCI Emerging Markets UCITS ETF - USD (Acc),H4Z3,ETF,"0,15%",Accumulating,EUR,"Equity,EmergingMarkets"
2044,IE000UQND7H4,HSBC MSCI World UCITS ETF - USD (Acc),H4ZY,ETF,"0,15%",Accumulating,EUR,"Equity,World"
2045,IE000MWUQBJ0,HSBC Euro STOXX 50 UCITS ETF - EUR (Acc),H4ZZ,ETF,"0,05%",Accumulating,EUR,"Equity,Europe"
2046,IE0006YM7D84,Xtrackers ESG USD High Yield Corporate Bond UCITS ETF,XZHY,ETF,"0,15%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
2047,DE000ETFL607,Deka Future Energy ESG UCITS ETF,D6RD,ETF,"0,55%",Distributing,EUR,"Equity,World,Utilities,CleanEnergy"
2048,IE00BYTH5263,SPDR MSCI Emerging Markets Climate Paris Aligned UCITS ETF,SPF7,ETF,"0,23%",Accumulating,EUR,"Equity,EmergingMarkets,Social/Environmental,ClimateChange"
2049,LU2470620761,Amundi Global AGG SRI 1-5 UCITS ETF DR - USD,AHYF,ETF,"0,14%",Accumulating,EUR,"Bonds,World,Aggregate,3-5"
2050,LU2470620761,Amundi Global Agg SRI 1-5 UCITS ETF DR - USD (C),AHYG (USD),ETF,"0,14%",Accumulating,USD,"Bonds,World,Aggregate,3-5"
2051,IE000YDOORK7,Xtrackers MSCI Fintech Innovation UCITS ETF,XFNT,ETF,"0,35%",Accumulating,EUR,"Equity,World,Technology,Fintech"
2052,IE000KD0BZ68,Xtrackers MSCI Genomic Healthcare Innovation UCITS ETF,XGEN,ETF,"0,35%",Accumulating,EUR,"Equity,World,HealthCare,Innovation"
2053,IE0006FFX5U1,Xtrackers MSCI Innovation UCITS ETF,XNNV,ETF,"0,35%",Accumulating,EUR,"Equity,World,Social/Environmental,Innovation"
2054,IE000XOQ9TK4,Xtrackers MSCI Next Generation Internet Innovation UCITS ETF,XNGI,ETF,"0,35%",Accumulating,EUR,"Equity,World,Technology,Digitalisation"
2055,IE000BKMMHF9,UBS ETF (IE) MSCI Pacific (ex Japan) IMI Socially Responsible UCITS ETF (USD) A-acc,BCFB,ETF,"0,38%",Accumulating,EUR,"Equity,AsiaPacific,Social/Environmental"
2056,IE00BKVKW020,First Trust Value Line Dividend Index UCITS ETF,FVD,ETF,"0,70%",Accumulating,EUR,"Equity,UnitedStates,Dividend"
2057,IE000WARATZ3,HSBC Europe Sustainable Equity UCITS ETF - EUR (Dist),H4Z5,ETF,"0,15%",Distributing,EUR,"Equity,Europe,Social/Environmental"
2058,IE0007P4PBU1,HSBC MSCI China UCITS ETF - USD (Acc),H4Z6,ETF,"0,30%",Accumulating,EUR,"Equity,China"
2059,IE000G6GSP88,HSBC FTSE EPRA NAREIT Developed UCITS ETF - USD (Acc),H4Z7,ETF,"0,24%",Accumulating,EUR,"RealEstate,World"
2060,IE000CR7DJI8,iShares S&P 500 ESG UCITS ETF EUR Hedged (Acc),CBUM,ETF,"0,10%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental"
2061,IE000IZO7033,iShares € Green Bond UCITS ETF EUR (Acc),CBUP,ETF,"0,20%",Accumulating,EUR,"Bonds,World,Aggregate,Allmaturities"
2062,IE000JNKVS10,JPM BetaBuilders US Small Cap Equity UCITS ETF - USD (acc),JPSC,ETF,"0,14%",Accumulating,EUR,"Equity,UnitedStates,SmallCap"
2063,IE000QUOSE01,Vanguard ESG Developed Europe All Cap UCITS ETF (USD) Accumulating,V3DA,ETF,"0,12%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
2064,IE000NRGX9M3,Vanguard ESG Developed Europe All Cap UCITS ETF (USD) Distributing,V3DL,ETF,"0,12%",Distributing,EUR,"Equity,Europe,Social/Environmental"
2065,IE000O58J820,Vanguard ESG North America All Cap UCITS ETF (USD) Accumulating,V3YA,ETF,"0,12%",Accumulating,EUR,"Equity,NorthAmerica,Social/Environmental"
2066,IE000L2ZNB07,Vanguard ESG North America All Cap UCITS ETF (USD) Distributing,V3YL,ETF,"0,12%",Distributing,EUR,"Equity,NorthAmerica,Social/Environmental"
2067,LU1847674733,Ossiam Bloomberg Eurozone PAB NR - UCITS ETF 1C (EUR),OP2E,ETF,"0,17%",Accumulating,EUR,
2068,LU1655103486,Ossiam Bloomberg Europe ex Eurozone PAB NR - UCITS ETF 1C (EUR),OP4E,ETF,"0,17%",Accumulating,EUR,"Equity,Europe,Social/Environmental,ClimateChange"
2069,LU1655103643,Ossiam Bloomberg Japan PAB NR - UCITS ETF 1C (EUR),OP5E,ETF,"0,19%",Accumulating,EUR,"Equity,Japan,Social/Environmental,ClimateChange"
2070,LU1655103726,Ossiam Bloomberg Japan PAB NR - UCITS ETF H1C (EUR HEDGED),OP5H,ETF,"0,25%",Accumulating,EUR,"Equity,Japan,Social/Environmental,ClimateChange"
2071,LU2491210618,Ossiam Bloomberg Asia Pacific ex Japan PAB NR - UCITS ETF 1C (EUR),OP6E,ETF,"0,29%",Accumulating,EUR,"Equity,AsiaPacific,Social/Environmental,ClimateChange"
2072,LU2491211004,Ossiam Barclays Quantic Global E NR - UCITS 1c (EUR),BQGE,ETF,"0,70%",Accumulating,EUR,
2073,IE000IIED424,Ossiam Bloomberg USA PAB NR UCITS ETF - 1A (EUR),OP7E,ETF,"0,12%",Accumulating,EUR,
2074,IE0006QX3Y11,Ossiam Bloomberg Canada PAB NR UCITS ETF - 1A (EUR),OP8E,ETF,"0,29%",Accumulating,EUR,
2075,LU0950669845,UBS ETF (LU) MSCI EMU Value UCITS ETF (EUR) A-acc,AW1T,ETF,"0,25%",Accumulating,EUR,"Equity,Europe,Value"
2076,IE0000ZVYDH0,Amundi MSCI ACWI SRI PAB UCITS ETF DR - USD (C),WELA,ETF,"0,20%",Accumulating,EUR,"Equity,World,Social/Environmental"
2077,IE0000ZVYDH0,Amundi MSCI ACWI SRI PAB UCITS ETF DR - USD,WELB (USD),ETF,"0,20%",Accumulating,USD,"Equity,World,Social/Environmental"
2078,IE0001JH5CB4,Xtrackers Europe Net Zero Pathway Paris Aligned UCITS ETF,XEPA,ETF,"0,15%",Accumulating,EUR,"Equity,Europe,Social/Environmental,ClimateChange"
2079,IE00074JLU02,Xtrackers Japan Net Zero Pathway Paris Aligned UCITS ETF,XNJP,ETF,"0,15%",Accumulating,EUR,"Equity,Japan,Social/Environmental,ClimateChange"
2080,IE0002ZM3JI1,Xtrackers USA Net Zero Pathway Paris Aligned UCITS ETF,XNUS,ETF,"0,10%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental,ClimateChange"
2081,IE0002MXIF34,Fidelity Clean Energy UCITS ETF,FNRG,ETF,"0,50%",Accumulating,EUR,"Equity,World,Utilities,CleanEnergy"
2082,IE0009MG7KH8,Fidelity Electric Vehicles and Future Transportation UCITS ETF,FDRV,ETF,"0,50%",Accumulating,EUR,"Equity,World,Technology,FutureMobility"
2083,IE000M0ZXLY9,Fidelity Cloud Computing UCITS ETF,FCLD,ETF,"0,50%",Accumulating,EUR,"Equity,World,Technology,CloudTechnology"
2084,IE000BPQIAA3,Fidelity Digital Health UCITS ETF,FDHT,ETF,"0,50%",Accumulating,EUR,"Equity,World,HealthCare"
2085,IE000TLLSP66,Fidelity Metaverse UCITS ETF,FMTV,ETF,"0,50%",Accumulating,EUR,"Equity,World,Social/Environmental,Metaverse"
2086,IE000QNJAOX1,L&G Optical Technology & Photonics ESG Exclusions UCITS ETF USD Acc,LADR,ETF,"0,49%",Accumulating,EUR,"Equity,World,Social/Environmental,Photonics"
2087,IE0004U3TX15,L&G Metaverse ESG Exclusions UCITS ETF USD Acc,MTVR,ETF,"0,39%",Accumulating,EUR,"Equity,World,Social/Environmental,Metaverse"
2088,IE000VTOHNZ0,L&G Global Thematic ESG Exclusions UCITS ETF USD Acc,THNZ,ETF,"0,60%",Accumulating,EUR,"Equity,World,Social/Environmental,Innovation"
2089,IE000ST40PX8,L&G Emerging Cyber Security ESG Exclusions UCITS ETF USD Acc,ES6Y,ETF,"0,49%",Accumulating,EUR,"Equity,World,Social/Environmental,Cybersecurity"
2090,IE000IM4K4K2,Franklin Metaverse UCITS ETF,FLRA,ETF,"0,30%",Accumulating,EUR,"Equity,World,Metaverse"
2091,IE000B9PQW54,VanEck Genomics and Healthcare Innovators UCITS ETF,CURE,ETF,"0,35%",Accumulating,EUR,"Equity,World,HealthCare,Innovation"
2092,IE0002UTLE51,HSBC World ESG Biodiversity Screened Equity UCITS ETF,H41A,ETF,"0,35%",Accumulating,EUR,"Equity,World,Social/Environmental"
2093,IE000FP52WM7,Global X Disruptive Materials UCITS ETF,D6AT,ETF,"0,50%",Accumulating,EUR,"Equity,World,BasicMaterials"
2094,IE0008RX29L5,Invesco Wind Energy UCITS ETF Acc,WDEY,ETF,"0,60%",Accumulating,EUR,"Equity,World,Social/Environmental,CleanEnergy"
2095,IE00053WDH64,Invesco Hydrogen Economy UCITS ETF Acc,HYDE,ETF,"0,60%",Accumulating,EUR,"Equity,World,Social/Environmental,Hydrogen"
2096,IE000QVYFUT7,Xtrackers India Government Bond UCITS ETF,XIGB,ETF,"0,38%",Accumulating,EUR,"Bonds,India,Government,Allmaturities"
2097,LU2490201840,Amundi MSCI Japan ESG Climate Net Zero Ambition CTB UCITS ETF – Hedged EUR,AHYZ,ETF,"0,20%",Accumulating,EUR,"Equity,Japan,Social/Environmental,ClimateChange"
2098,IE000940RNE6,WisdomTree Blockchain UCITS ETF - USD Acc,WBKN,ETF,"0,45%",Accumulating,EUR,"Equity,World,Social/Environmental,Blockchain"
2099,IE000R9FA4A0,iShares S&P 500 ESG UCITS ETF USD (Acc),ZA30,ETF,"0,70%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental"
2100,IE000TB3YTV4,WisdomTree Global Automotive UCITS ETF - USD Acc,WTGA,ETF,"0,45%",Accumulating,EUR,"Equity,World,Automobile,FutureMobility"
2101,LU2446381555,BNP Paribas Easy ESG Eurozone Biodiversity Leaders PAB UCITS ETF,ASRV,ETF,"0,35%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
2102,LU2446380235,BNP Paribas Easy MSCI World ESG Filtered Min TE UCITS ETF,ASRW,ETF,"0,15%",Accumulating,USD,"Equity,World,Social/Environmental"
2103,IE000BI0GCN3,iShares Core UK Gilts UCITS ETF EUR Hedged (Dist),CBUS,ETF,"0,09%",Distributing,EUR,"Bonds,UnitedKingdom,Government,Allmaturities"
2104,IE000EFHIFG3,Amundi S&P Global Communication Services ESG UCITS ETF DR – EUR (A),WELX,ETF,"0,18%",Accumulating,EUR,"Equity,World,Telecommunication"
2105,IE000EFHIFG3,Amundi S&P Global Communication Services ESG UCITS ETF DR - EUR (A),MWOX (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,Telecommunication"
2106,IE000ANYHV73,Amundi S&P Global Communication Services ESG UCITS ETF DR – EUR (D),WELR,ETF,"0,18%",Distributing,EUR,"Equity,World,Telecommunication"
2107,IE000ANYHV73,Amundi S&P Global Communication Services ESG UCITS ETF DR - EUR (D),MWOY (USD),ETF,"0,18%",Distributing,USD,"Equity,World,Telecommunication"
2108,IE000NM0ALX6,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR – EUR (A),WELJ,ETF,"0,18%",Accumulating,EUR,"Equity,World,ConsumerDiscretionary"
2109,IE000NM0ALX6,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR - EUR (A),WEL1 (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,ConsumerDiscretionary"
2110,IE00061J0RC6,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR – EUR (D),WELC,ETF,"0,18%",Distributing,EUR,"Equity,World,ConsumerDiscretionary"
2111,IE00061J0RC6,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR - EUR (D),WEL2 (USD),ETF,"0,18%",Distributing,USD,"Equity,World,ConsumerDiscretionary"
2112,IE000ZIJ5B20,Amundi S&P Global Consumer Staples ESG UCITS ETF DR – EUR (A),WELW,ETF,"0,18%",Accumulating,EUR,"Equity,World,ConsumerStaples"
2113,IE000ZIJ5B20,Amundi S&P Global Consumer Staples ESG UCITS ETF DR - EUR (A),WEL3 (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,ConsumerStaples"
2114,IE0005NYD352,Amundi S&P Global Consumer Staples ESG UCITS ETF DR – EUR (D),WELM,ETF,"0,18%",Distributing,EUR,"Equity,World,ConsumerStaples"
2115,IE0005NYD352,Amundi S&P Global Consumer Staples ESG UCITS ETF DR - EUR (D),WEL4 (USD),ETF,"0,18%",Distributing,USD,"Equity,World,ConsumerStaples"
2116,IE000J0LN0R5,Amundi S&P Global Energy Carbon Reduced Ucits Etf Dr – EUR (A),WELN,ETF,"0,18%",Accumulating,EUR,"Equity,World,Energy"
2117,IE000J0LN0R5,Amundi S&P Global Energy Carbon Reduced UCITS ETF DR - EUR (A),WEL5 (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,Energy"
2118,IE0009SJ3GE3,Amundi S&P Global Energy Carbon Reduced Ucits Etf Dr – EUR (D),WELP,ETF,"0,18%",Distributing,EUR,"Equity,World,Energy"
2119,IE0009SJ3GE3,Amundi S&P Global Energy Carbon Reduced UCITS ETF DR - EUR (D),WEL6 (USD),ETF,"0,18%",Distributing,USD,"Equity,World,Energy"
2120,IE000KYX7IP4,Amundi S&P Global Financials ESG UCITS ETF DR – EUR (A),WELK,ETF,"0,18%",Accumulating,EUR,"Equity,World,Financials"
2121,IE000KYX7IP4,Amundi S&P Global Financials ESG UCITS ETF DR - EUR (A),WEL7 (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,Financials"
2122,IE000ENYES77,Amundi S&P Global Financials ESG UCITS ETF DR – EUR (D),WELY,ETF,"0,18%",Distributing,EUR,"Equity,World,Financials"
2123,IE000ENYES77,Amundi S&P Global Financials ESG UCITS ETF DR - EUR (D),WEL8 (USD),ETF,"0,18%",Distributing,USD,"Equity,World,Financials"
2124,IE0006FM6MI8,Amundi S&P Global Health Care ESG UCITS ETF DR – EUR (A),WELS,ETF,"0,18%",Accumulating,EUR,"Equity,World,HealthCare"
2125,IE0006FM6MI8,Amundi S&P Global Health Care ESG UCITS ETF DR - EUR (A),WEL9 (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,HealthCare"
2126,IE000JKS50V3,Amundi S&P Global Health Care ESG UCITS ETF DR – EUR (D),WELG,ETF,"0,18%",Distributing,EUR,"Equity,World,HealthCare"
2127,IE000JKS50V3,Amundi S&P Global Health Care ESG UCITS ETF DR - EUR (D),WELZ (USD),ETF,"0,18%",Distributing,USD,"Equity,World,HealthCare"
2128,IE000LTA2082,Amundi S&P Global Industrials ESG UCITS ETF DR – EUR (A),WELH,ETF,"0,18%",Accumulating,EUR,"Equity,World,Industrials"
2129,IE000LTA2082,Amundi S&P Global Industrials ESG UCITS ETF DR - EUR (A),WEL0 (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,Industrials"
2130,IE00026BEVM6,Amundi S&P Global Industrials ESG UCITS ETF DR – EUR (D),WELT,ETF,"0,18%",Distributing,EUR,"Equity,World,Industrials"
2131,IE00026BEVM6,Amundi S&P Global Industrials ESG UCITS ETF DR - EUR (D),MWOA (USD),ETF,"0,18%",Distributing,USD,"Equity,World,Industrials"
2132,IE000E7EI9P0,Amundi S&P Global Information Technology ESG UCITS ETF DR – EUR (A),WELU,ETF,"0,18%",Accumulating,EUR,"Equity,World,Technology"
2133,IE000E7EI9P0,Amundi S&P Global Information Technology ESG UCITS ETF DR - EUR (A),MWOB (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,Technology"
2134,IE000GEHNQU9,Amundi S&P Global Information Technology ESG UCITS ETF DR – EUR (D),WELL,ETF,"0,18%",Distributing,EUR,"Equity,World,Technology"
2135,IE000GEHNQU9,Amundi S&P Global Information Technology ESG UCITS ETF DR - EUR (D),MWOC (USD),ETF,"0,18%",Distributing,USD,"Equity,World,Technology"
2136,IE000FCGBU62,Amundi S&P Global Materials ESG UCITS ETF DR – EUR (A),WELI,ETF,"0,18%",Accumulating,EUR,"Equity,World,BasicMaterials"
2137,IE000FCGBU62,Amundi S&P Global Materials ESG UCITS ETF DR - EUR (A),MWOD (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,BasicMaterials"
2138,IE000WP7CVZ7,Amundi S&P Global Materials ESG UCITS ETF DR – EUR (D),WELV,ETF,"0,18%",Distributing,EUR,"Equity,World,BasicMaterials"
2139,IE000WP7CVZ7,Amundi S&P Global Materials ESG UCITS ETF DR - EUR (D),MWOG (USD),ETF,"0,18%",Distributing,USD,"Equity,World,BasicMaterials"
2140,IE000PMX0MW6,Amundi S&P Global Utilities ESG UCITS ETF DR – EUR (A),WELD,ETF,"0,18%",Accumulating,EUR,"Equity,World,Utilities"
2141,IE000PMX0MW6,Amundi S&P Global Utilities ESG UCITS ETF DR - EUR (A),MWOH (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,Utilities"
2142,IE00052T92P8,Amundi S&P Global Utilities ESG UCITS ETF DR – EUR (D),WELQ,ETF,"0,18%",Distributing,EUR,"Equity,World,Utilities"
2143,IE00052T92P8,Amundi S&P Global Utilities ESG UCITS ETF DR - EUR (D),MWOI (USD),ETF,"0,18%",Distributing,USD,"Equity,World,Utilities"
2144,LU2470620845,Amundi Global AGG SRI 1-5 UCITS ETF DR - hedged EUR (A),AHYH,ETF,"0,16%",Accumulating,EUR,"Bonds,World,Aggregate,3-5"
2145,IE000KPJJWM6,Vanguard ESG Emerging Markets All Cap UCITS ETF,V3MA,ETF,"0,24%",Accumulating,EUR,"Equity,EmergingMarkets,Social/Environmental"
2146,IE0001VXZTV7,Vanguard ESG Emerging Markets All Cap UCITS ETF,V3ML,ETF,"0,24%",Distributing,EUR,"Equity,EmergingMarkets,Social/Environmental"
2147,IE000GOJO2A3,Vanguard ESG Developed Asia Pacific All Cap UCITS ETF,V3PA,ETF,"0,17%",Accumulating,EUR,"Equity,AsiaPacific,Social/Environmental"
2148,IE0008T6IUX0,Vanguard ESG Developed Asia Pacific All Cap UCITS ETF,V3PL,ETF,"0,17%",Distributing,EUR,"Equity,AsiaPacific,Social/Environmental"
2149,LU2439874319,Frankfurter UCITS ETF - Modern Value,C9DF,ETF,"0,52%",Distributing,EUR,"Equity,Fundamental/Quality,Moat"
2150,IE000HPBRE54,Goldman Sachs Paris-Aligned Climate World Equity UCITS ETF – Class USD (Acc),GACL,ETF,"0,30%",Accumulating,EUR,"Equity,World,Social/Environmental,ClimateChange"
2151,IE00BKWD3743,Invesco US Treasury Bond 10+ Year UCITS ETF Dist,TRDL,ETF,"0,06%",Distributing,EUR,"Bonds,UnitedStates,Government,10+"
2152,IE000FXHG8D6,Invesco US Treasury Bond 10+ Year UCITS ETF EUR Hdg Dist,T1OD,ETF,"0,10%",Distributing,EUR,"Bonds,UnitedStates,Government,10+"
2153,LU2504532131,Xtrackers II TIPS US Inflation-Linked Bond UCITS ETF,XTIP,ETF,"0,07%",Accumulating,EUR,"Bonds,UnitedStates,Inflation-Linked,Allmaturities"
2154,LU2504532487,Xtrackers II Eurozone Government Green Bond UCITS ETF,XGEZ,ETF,"0,18%",Distributing,EUR,"Bonds,Europe,Government,Allmaturities"
2155,LU2504537445,Xtrackers II Eurozone Government Bond ESG Tilted UCITS ETF,XEZB,ETF,"0,12%",Distributing,EUR,"Bonds,Europe,Government,Allmaturities"
2156,IE000RDRMSD1,iShares Blockchain Technology UCITS ETF (Acc),CBUT,ETF,"0,50%",Accumulating,EUR,"Equity,World,Technology,Blockchain"
2157,IE000LYBU7X5,HSBC MSCI World Value ESG UCITS ETF USD (Acc),H41D,ETF,"0,25%",Accumulating,EUR,"Equity,World,Value"
2158,IE000C692SN6,HSBC MSCI World Small Cap ESG UCITS ETF USD (Acc),H41G,ETF,"0,25%",Accumulating,EUR,"Equity,World,SmallCap"
2159,IE000Z9UVQ99,L&G Asia Pacific ex Japan ESG Exclusions Paris Aligned UCITS ETF USD Acc,BATF,ETF,"0,16%",Accumulating,EUR,"Equity,AsiaPacific,Social/Environmental,ClimateChange"
2160,IE000HLUHPT1,L&G Japan ESG Exclusions Paris Aligned UCITS ETF USD Acc,BATG,ETF,"0,16%",Accumulating,EUR,"Equity,Japan,Social/Environmental,ClimateChange"
2161,IE0001J5A2T9,VanEck Circular Economy UCITS ETF,REUS,ETF,"0,40%",Accumulating,EUR,"Equity,World,Social/Environmental,CircularEconomy"
2162,IE00BD6GCF16,First Trust US Equity Income UCITS ETF,FTGI,ETF,"0,55%",Accumulating,EUR,"Equity,UnitedStates,Dividend"
2163,LU1910940268,Lyxor Core Global Inflation-Linked 1-10Y Bond (DR) UCITS ETF - Monthly Hedged to EUR - Dist,B8TQ,ETF,"0,20%",Distributing,EUR,"Bonds,World,Inflation-Linked,7-10"
